svar98,R,7992
svar88,G,2547
let53,B,250
para30,B,7091
let63,R,2100
cyl05,B,3367
mod69,R,3298
svar64,G,5493
super12,R,2667
let79,B,1902
svar58,R,7201
svar103,B,3746
mod17,R,6184
super20,R,2788
let26,R,763
para06,B,5960
para44,R,9659
svar36,G,8061
para03,R,7015
mod87,B,964
svar37,G,2011
let18,G,2816
let06,B,3387
let47,R,5262
super45,G,146
svar21,G,10767
mod36,R,8399
svar82,B,1124
para37,R,5134
svar49,R,4214
mod12,G,621
para37,B,4077
super37,G,363
mod67,R,5864
inter44,B,958
super11,G,2745
inter24,B,3903
cyl48,G,1899
svar24,B,3795
svar41,G,3543
svar99,R,9511
para50,G,4043
super29,B,314
mod03,B,3224
svar05,R,11480
cyl06,R,3579
let48,G,4521
svar54,B,2165
super12,G,2804
super11,B,2625
para19,B,1435
let74,G,10123
mod98,B,2007
let04,G,3156
mod38,R,3885
svar79,R,2497
let44,R,1843
para22,G,1772
mod72,R,5018
mod88,R,5342
let27,B,2746
let88,G,9094
inter22,G,2209
mod10,R,7305
inter03,B,741
svar21,B,9277
para33,R,5825
svar22,R,4152
super10,G,3989
inter48,R,786
cyl05,G,4247
mod26,B,4973
mod37,B,11623
svar49,G,3964
super30,R,596
svar29,G,5259
svar53,G,4496
let16,R,6750
inter25,B,2356
svar47,R,5625
svar44,R,4342
svar89,G,2959
super34,B,577
svar11,B,6458
mod60,R,2657
inter19,R,1505
para20,B,680
let58,G,4958
para08,R,7013
super12,B,2436
mod74,B,6259
mod49,G,10677
mod52,G,1743
mod43,R,1579
cyl31,B,2883
super18,G,2111
let53,G,587
let09,G,5827
super26,G,130
let25,B,7986
cyl12,G,2361
let42,R,3280
let67,B,6029
super01,R,1578
mod93,G,9402
mod20,R,4620
inter49,R,331
mod18,B,5498
cyl13,R,2179
svar95,B,2534
para03,G,7582
let06,R,5849
let35,R,9863
let42,B,2765
para36,G,5431
let87,R,5700
para23,B,1472
cyl28,R,2857
inter14,B,946
mod59,B,7760
let54,R,6070
mod53,B,934
mod86,R,5336
mod85,R,5287
super44,R,381
let98,R,3479
cyl26,R,2045
mod77,G,4770
let72,R,4239
let79,R,2523
let59,B,1394
svar43,G,4373
mod42,B,836
let35,B,8054
mod09,G,5527
svar42,R,6127
mod69,B,2805
cyl30,B,3157
let58,R,4118
svar94,B,2391
svar71,R,2488
super28,R,287
svar14,R,7038
inter13,G,1574
mod83,B,4503
let05,G,2263
cyl44,R,1912
let14,B,3070
inter38,R,223
let73,R,12670
let95,R,3492
let99,G,3579
svar61,R,4151
super13,R,3698
cyl36,G,3338
mod50,G,3684
svar79,B,1128
mod02,R,8286
mod45,B,1872
mod64,B,5020
inter30,G,1126
cyl13,G,2362
super40,B,153
svar32,B,3298
svar26,G,1968
let08,G,10710
para32,G,5410
svar34,R,5451
cyl44,B,1705
mod33,G,6463
svar72,B,3950
super13,B,3026
para12,B,4109
mod40,B,2353
svar02,G,5185
super49,B,1432
para40,B,2538
inter17,R,292
svar04,R,6835
mod65,B,1638
inter31,R,327
let20,R,7846
let41,R,5574
let87,G,5265
para28,G,9699
super29,G,386
svar98,G,7977
mod90,G,4240
let47,G,4602
mod87,R,1174
svar20,B,2197
let94,G,4430
para14,R,3911
svar84,R,5618
mod29,R,2187
para04,B,5960
inter10,R,2499
let88,R,9233
inter14,R,1322
para38,R,6389
mod24,G,4407
cyl19,B,1572
para22,R,1790
svar70,R,5889
para45,R,9181
let60,G,2891
mod100,G,5844
super04,G,228
inter23,B,1586
let14,G,4010
mod08,G,2570
mod53,R,1820
svar61,G,4583
inter38,G,211
super50,B,267
svar81,G,2516
let43,B,765
inter30,B,846
cyl11,B,5706
mod95,B,6067
mod21,B,4106
svar105,R,2302
mod84,B,4973
cyl02,G,6525
super03,G,1143
cyl34,G,3342
let45,B,935
inter32,G,495
svar70,B,4557
svar106,G,1347
svar52,B,2190
svar32,G,5473
svar24,G,5385
mod56,B,2892
mod61,G,3387
cyl15,G,4182
mod68,B,1721
super20,G,2767
mod24,B,3777
svar65,G,8030
mod08,B,1100
let40,G,3734
let69,G,2873
svar50,B,3563
let17,R,2945
let06,G,5559
mod70,B,8964
inter31,G,489
super48,R,125
let07,R,2719
svar28,B,2102
mod18,R,7747
cyl20,B,1572
mod97,G,7883
para02,B,5962
super05,R,952
mod77,R,4545
para08,G,7586
svar25,B,2069
let57,B,4084
svar49,B,2467
svar20,G,3351
svar25,R,2786
super40,G,194
super42,R,108
cyl35,R,3091
mod31,R,11256
let39,G,5068
para18,B,2912
svar93,R,2499
cyl25,B,2141
mod75,B,1228
let02,B,2069
svar27,R,1008
super38,B,605
let72,B,4145
svar03,G,4194
svar12,G,3300
mod76,B,3066
let03,G,1362
mod29,B,1580
let19,R,1430
svar33,B,2590
inter27,G,1421
mod34,R,8508
svar46,R,3831
svar88,R,2218
para08,B,5973
super50,G,262
mod02,B,6045
svar73,B,3894
let62,G,2765
mod57,B,3107
para31,R,7791
para42,B,1772
cyl04,B,3366
mod48,B,9052
para01,G,7582
let21,B,1936
mod54,R,4903
mod23,B,2779
let93,B,2942
svar76,G,6475
let04,B,2199
inter49,G,276
inter35,B,169
mod46,R,2877
inter16,G,1621
let19,G,1112
svar73,R,6932
mod62,G,5387
let52,G,5364
para15,G,4234
svar54,R,4204
super09,R,1142
mod44,G,1769
para46,G,8801
svar39,B,564
super02,B,1492
para05,B,5960
cyl04,G,4269
svar85,B,5064
let91,B,4279
super15,G,683
super22,R,1365
let15,G,6312
super23,G,129
mod66,G,6989
svar80,G,13708
svar25,G,2981
mod46,B,2355
let64,B,5932
svar73,G,6001
svar14,G,6694
let93,R,3454
let85,B,3181
para43,G,2936
para11,B,4120
mod90,R,4438
cyl27,B,961
svar94,R,2220
cyl21,G,1829
inter18,B,1689
let81,R,3989
para21,R,1792
svar93,G,3139
cyl13,B,1763
cyl32,G,766
let33,R,8998
para37,G,5020
para36,R,5389
super26,R,129
let31,G,3593
svar18,G,7280
svar75,B,1143
svar96,B,2309
svar81,B,1137
svar92,B,5061
cyl28,G,3234
mod17,G,5831
svar37,R,1984
inter47,R,427
super14,G,2458
inter10,B,1536
svar06,R,8217
super03,B,988
mod70,R,10956
svar11,R,8602
svar39,G,1271
cyl49,G,2763
inter46,G,139
let71,B,5526
inter11,B,1433
para22,B,1479
cyl33,R,2004
inter28,G,1089
let95,B,2320
svar19,B,2475
cyl37,B,2898
svar28,G,3793
mod94,B,2180
svar42,B,4521
para27,G,8421
let01,R,1606
let57,G,4961
let49,R,1763
svar86,B,4233
super42,G,92
mod78,B,2489
mod35,B,2504
inter01,G,558
svar23,R,1830
para50,B,2887
mod01,G,2525
mod99,B,4772
para49,R,3946
svar64,B,3233
para29,R,5164
let36,B,11830
let97,B,629
mod12,R,538
mod03,G,4882
let72,G,4148
super17,G,435
inter09,B,2224
super05,G,965
mod07,B,3428
svar03,R,4279
cyl28,B,2724
para24,R,615
svar28,R,2954
mod97,R,7085
svar48,R,3631
inter20,B,2004
mod28,B,1469
mod33,R,6258
inter07,R,1943
let38,B,3954
para50,R,3948
para17,G,1377
let24,B,8472
let57,R,4117
let61,B,1262
let85,R,4495
mod94,R,3190
mod25,G,2026
mod67,G,6983
super08,R,1553
cyl31,G,3264
mod34,B,6280
mod99,G,5844
svar93,B,1842
mod35,R,3899
cyl08,G,4933
cyl08,R,4363
para06,R,6998
let48,R,4929
para10,B,4109
svar101,B,390
mod77,B,3580
let28,R,4925
mod99,R,6074
let18,R,2750
cyl22,G,1829
let84,R,4494
inter04,R,1197
let56,B,5941
para34,G,7833
super24,R,1309
let32,G,3114
mod51,G,1742
svar60,R,7203
svar41,R,3951
cyl04,R,3575
mod14,R,3462
para27,R,9438
let91,G,4633
super23,R,119
para33,B,4935
svar19,G,3063
mod71,R,6059
super31,R,219
mod26,R,5631
let07,B,2085
mod82,R,3930
let97,G,813
mod06,B,9191
let30,B,9772
inter26,R,281
mod19,B,6908
para04,G,7584
inter33,G,1205
svar62,G,9916
svar100,R,1820
super28,B,482
mod15,R,3292
svar67,R,3360
let82,G,9296
svar96,R,4024
svar46,B,2175
let17,B,2371
para14,B,2846
para20,R,834
let45,R,1209
super05,B,773
let95,G,3326
para48,G,4028
svar31,B,3384
mod33,B,5548
svar59,G,7226
mod07,R,5011
svar18,R,7628
mod41,B,6151
mod73,R,5713
super45,R,416
svar74,G,2526
mod61,R,3404
super50,R,214
super22,B,1247
svar01,G,3634
para09,B,5962
let83,B,1538
mod17,B,5205
let26,G,668
mod54,G,4799
cyl30,R,3365
svar51,G,3826
para11,G,6411
let03,B,559
para19,G,2099
para29,B,4097
let100,G,398
cyl09,R,2665
para11,R,5854
let87,B,3916
svar16,G,2578
svar52,G,4600
svar54,G,4111
svar07,R,12378
mod44,R,1822
let75,G,8747
inter21,R,2022
svar69,B,3314
cyl19,R,1599
para35,R,5677
svar26,R,1909
let86,B,2695
mod82,G,3832
para13,B,4110
mod50,R,3746
svar87,R,2827
cyl38,G,2353
svar27,B,575
cyl03,G,6525
cyl39,G,2340
inter18,G,1895
super34,R,194
super35,B,231
svar18,B,5570
mod89,G,6229
let23,G,4397
svar24,R,5654
svar09,R,11291
svar29,B,3139
svar30,R,4542
inter05,R,902
cyl43,G,3960
cyl39,B,1961
super41,B,318
mod32,G,2067
svar84,G,6267
mod81,G,4818
svar09,B,9615
let70,R,8076
svar48,G,3639
cyl17,G,4181
svar102,B,2165
mod37,R,3556
svar10,G,6997
let30,G,10648
cyl01,R,188
cyl16,B,3245
svar101,R,1598
svar16,B,2193
mod60,B,2178
inter02,G,1125
inter12,R,2404
svar41,B,2822
mod04,G,8596
cyl32,R,720
super30,B,685
mod04,R,8507
para21,B,1472
let65,R,5154
let94,B,2693
mod80,R,5641
mod09,B,3607
svar12,R,3460
super33,B,277
cyl41,R,3802
inter13,B,1068
inter06,G,1686
svar105,B,1312
svar40,B,4659
super46,G,594
cyl25,G,2225
para27,B,6513
mod89,B,4392
mod38,G,4048
cyl05,R,3573
mod19,R,8598
let79,G,2560
super04,B,164
svar50,R,5261
inter39,R,431
mod68,G,3727
mod84,G,7604
cyl34,R,3097
super10,B,3276
svar15,B,4851
super07,G,1047
mod32,R,1819
cyl41,B,3466
mod36,B,6921
mod26,G,5380
let37,B,8460
cyl03,B,4903
inter07,G,1623
para26,B,2010
svar04,B,6132
mod98,R,2412
svar07,G,11957
mod55,G,5195
let35,G,8955
mod53,G,1852
inter09,G,3200
let83,G,2569
let50,B,2763
cyl24,B,1198
para16,G,2665
super44,G,621
para40,G,3076
para07,R,7012
super07,B,894
mod22,R,8233
svar31,G,4727
svar32,R,4785
mod92,G,9400
super33,G,360
inter05,B,732
mod57,R,2715
mod05,B,12
mod83,R,5598
para32,B,4937
cyl36,R,3091
mod27,R,4621
svar101,G,1743
svar53,B,2707
mod40,R,4092
svar104,G,621
inter47,G,447
super43,G,694
cyl07,R,3466
svar104,R,748
let67,G,8647
svar40,R,6514
cyl09,G,2727
svar23,G,1847
cyl20,G,1829
let47,B,4643
let92,G,12605
para02,G,7580
super11,R,3010
cyl25,R,2045
svar56,R,9684
let37,G,10058
svar50,G,5139
let56,R,5837
super43,R,756
inter23,R,2183
cyl27,G,998
mod73,G,6099
inter27,R,1309
svar96,G,4624
para31,B,7090
super25,G,444
svar40,G,6617
let46,B,4744
inter41,R,314
let19,B,895
mod34,G,8624
let66,B,2513
inter15,R,1570
inter30,R,979
super13,G,3389
para41,R,7428
svar99,B,6196
mod88,B,6645
svar29,R,4581
super46,R,186
inter17,G,272
svar105,G,2600
inter09,R,3803
para35,G,5408
mod58,B,8058
super08,G,1721
super28,G,665
super03,R,1277
cyl02,B,4895
let44,G,1645
para40,R,2940
super14,B,1717
mod55,R,4474
let62,B,1432
super27,R,395
cyl35,G,3335
inter05,G,807
svar17,R,2809
let16,G,6256
mod100,B,4789
cyl26,G,2223
super17,R,204
let34,R,2624
cyl46,B,1683
para13,G,6400
svar61,B,2403
let05,B,1466
mod22,G,10080
let71,G,5828
let36,G,12689
inter28,R,645
inter50,B,1818
cyl46,G,1900
svar36,R,7048
inter15,G,1291
para04,R,7012
svar82,G,2525
let10,G,1508
mod28,G,1770
para03,B,5962
para01,R,7014
super22,G,1419
svar38,G,1809
super42,B,89
let55,R,4222
svar67,G,3374
svar12,B,1967
let15,R,5451
cyl17,R,4055
mod82,B,3554
mod21,R,4626
para42,R,2276
let97,R,978
mod22,B,7362
mod31,G,11355
super19,R,2080
mod20,B,4106
mod78,R,3449
inter23,G,2063
mod47,R,4448
inter02,B,995
mod58,G,12185
inter01,R,618
mod47,B,3748
let40,B,3250
mod06,R,11078
inter34,R,376
mod75,G,2595
let56,G,6683
svar06,B,7043
mod73,B,5355
svar83,G,2306
mod94,G,3585
let77,B,7962
inter35,R,238
para06,G,7580
let12,R,6741
inter43,G,406
cyl06,B,3376
inter26,B,184
inter26,G,212
let69,B,2268
cyl07,G,3938
svar71,G,2526
inter16,R,1747
svar81,R,2490
mod24,R,5080
inter36,G,544
cyl27,R,996
mod19,G,8383
let70,B,5205
mod96,B,8088
mod88,G,7473
cyl49,R,2759
let03,R,723
para25,G,1976
svar99,G,9931
inter27,B,1183
svar15,R,5204
para48,R,3946
cyl29,R,2836
let11,R,5447
let12,G,6258
cyl21,R,1599
mod57,G,4222
mod32,B,1537
cyl30,G,3595
cyl06,G,4253
mod91,G,4179
svar72,G,6218
let61,R,1691
mod55,B,4500
para42,G,2175
inter32,R,556
let30,R,11835
cyl42,B,3467
svar30,G,4939
let51,B,1243
svar63,B,6201
cyl01,B,119
let20,G,7745
svar103,G,5264
para25,B,1445
let66,G,2997
inter32,B,462
let78,B,6943
svar33,R,3225
super15,B,713
svar53,R,4451
mod69,G,3790
mod91,B,3241
super31,B,671
inter37,G,670
inter38,B,162
mod11,G,10435
svar87,G,3250
super24,B,1277
mod39,B,2161
mod79,R,3634
inter07,B,1245
cyl35,B,2896
svar77,G,1988
svar86,R,4660
mod01,R,2372
super39,G,332
svar64,R,5477
svar94,G,2556
mod40,G,4113
para26,G,2048
mod64,G,5316
inter01,B,534
inter50,G,1952
para29,G,4670
super44,B,459
svar100,B,937
inter34,B,270
para46,B,5607
mod70,G,11629
para02,R,7018
para44,B,6928
mod02,G,8004
let70,G,8333
svar79,G,2525
cyl48,B,1682
mod13,G,621
svar95,G,4552
mod79,G,3491
inter04,B,980
inter37,B,696
mod78,G,3389
para49,B,2883
let82,R,9627
cyl10,G,2729
mod13,B,269
cyl29,B,2771
para15,B,2841
para39,R,4104
svar75,R,2488
let05,R,1902
let22,R,6290
inter48,B,453
mod47,G,4030
mod95,R,5699
let67,R,7680
let34,B,2429
svar16,R,2706
mod06,G,10849
para44,G,8622
cyl12,B,1764
inter12,G,2156
para47,G,8793
super38,G,755
let76,R,5184
let14,R,4255
inter10,G,2568
super26,B,131
super27,B,469
svar66,G,3371
super18,B,1590
super41,G,576
inter42,R,925
mod30,B,4919
mod41,R,6585
inter20,R,2379
super06,G,1470
cyl50,B,1685
super16,G,1198
svar56,G,8932
let37,R,10926
mod84,R,8091
svar21,R,10889
svar01,B,2361
let81,G,3785
cyl45,G,2308
svar59,R,7203
para38,G,5972
svar74,R,2488
svar10,R,7754
mod79,B,2972
svar74,B,1119
inter36,B,343
para41,G,7295
mod25,R,2124
svar44,G,4404
inter40,R,620
let74,R,11151
super35,R,233
super10,R,4249
inter41,G,383
super21,G,1065
let48,B,4356
svar100,G,1886
para19,R,1988
mod03,R,4749
svar47,B,3605
let89,B,1427
cyl43,B,3472
let34,G,3643
cyl47,G,1899
inter06,R,1862
let44,B,1566
svar103,R,5496
mod23,R,3424
para33,G,5388
let89,G,1535
cyl47,R,1936
let61,G,1595
let16,B,5177
let49,B,1287
cyl40,G,3930
let75,R,9249
svar60,G,7228
mod56,R,2853
svar77,R,1939
inter31,B,343
svar62,R,9519
mod85,G,5600
inter42,G,787
inter34,G,375
let77,G,8745
mod49,R,10887
mod100,R,6075
svar78,R,2712
mod45,G,3131
svar10,B,6658
mod36,G,7967
super06,R,1345
super07,R,1096
cyl45,R,2309
let98,B,2322
let50,G,2662
svar27,G,1194
super06,B,1251
cyl34,B,2900
svar39,R,1505
super04,R,283
super21,B,844
para46,R,9182
cyl36,B,2896
svar92,G,6258
para43,B,2457
svar35,B,453
mod29,G,2323
let40,R,4503
let29,B,5753
super31,G,781
mod76,R,4216
svar69,R,4426
mod86,G,6811
inter20,G,2250
let96,G,6516
svar58,G,7226
mod80,B,4781
para28,R,10300
inter29,B,613
cyl15,R,4059
let22,B,5000
mod39,R,2700
para05,R,7013
inter24,G,4268
mod37,G,15043
super01,G,2068
let99,R,4006
mod61,B,2615
inter47,B,306
mod42,R,1054
svar06,G,7702
cyl18,B,507
para15,R,3912
super09,B,934
mod21,G,5287
let45,G,1253
let23,R,4916
svar07,B,10712
para09,G,7578
super24,G,1483
para25,R,1924
let41,B,4172
inter11,G,1758
let78,G,8439
let84,G,3847
svar89,R,2580
svar19,R,3272
inter25,G,2614
let96,B,5472
let88,B,7155
let28,G,4396
mod59,G,8519
mod07,G,5032
super29,R,215
cyl44,G,1966
mod45,R,2437
inter33,R,1212
mod60,G,2657
svar106,R,1386
let93,G,4221
let12,B,5178
mod11,B,9121
para32,R,5804
svar38,B,668
mod27,B,3901
mod74,G,6992
inter37,R,573
super23,B,120
para05,G,7584
cyl43,R,3799
cyl23,R,1199
let76,B,4911
para24,G,620
svar60,B,4947
let90,R,3471
cyl10,B,2494
svar43,R,4495
super27,G,585
let22,G,5679
mod16,B,3123
super46,B,325
let13,B,3439
let69,R,2370
let92,R,12792
svar11,G,8155
para43,R,3244
let92,B,8675
let08,B,8642
let81,B,3085
let89,R,1944
inter24,R,4645
mod05,G,266
svar13,G,2159
let98,G,3325
inter18,R,2104
let90,B,2320
svar44,B,2788
let53,R,497
let32,R,3328
super34,G,735
mod15,G,3583
let24,G,9205
svar77,B,1563
super49,R,843
mod23,G,3296
svar59,B,4952
let78,R,8543
mod80,G,5661
let32,B,1615
mod51,B,388
svar33,G,3458
let31,R,3851
mod58,R,12269
inter40,G,910
svar76,B,4614
super36,R,167
mod93,B,8000
let51,R,1482
cyl07,B,3024
let02,R,2937
let60,R,2937
cyl21,B,1572
let50,R,3469
cyl33,B,1816
let33,B,7146
cyl47,B,1687
para28,B,8443
let68,R,5018
svar78,B,2059
let11,G,6307
cyl50,R,1729
let80,B,3083
para38,B,5131
mod81,R,4727
mod30,R,6477
cyl23,B,1198
let73,B,9605
inter22,R,2443
mod16,G,4569
para09,R,7013
super45,B,293
super09,G,1115
svar13,R,2681
inter11,R,1837
super21,R,869
let26,B,318
super49,G,1671
svar26,B,1221
inter39,G,309
super40,R,179
let77,R,9256
mod62,R,5841
mod68,R,3016
svar65,B,4482
mod81,B,4729
let51,G,1508
let62,R,2674
let54,G,5844
para30,R,7787
inter21,B,1427
svar97,B,3733
mod75,R,1803
svar102,G,3948
mod10,G,6914
let83,R,2535
svar34,G,5983
svar34,B,3287
svar86,G,4690
cyl50,G,1734
inter35,G,258
mod44,B,1402
let59,R,2205
let80,R,3991
super19,B,1674
let41,G,5457
let100,R,519
svar04,G,6651
cyl38,R,2162
svar92,R,5617
svar03,B,3216
svar15,G,5065
let38,R,5720
svar90,G,2840
mod14,B,3276
svar22,B,2660
cyl45,B,2202
svar84,B,5066
super18,R,2225
svar87,B,2869
inter08,G,4261
cyl38,B,1961
let85,G,3845
mod92,B,7993
cyl37,G,3336
svar83,R,1890
let20,B,7277
let84,B,3180
super17,B,276
super16,B,1107
super47,R,2219
svar102,R,3567
para47,R,9184
mod28,R,1859
svar85,R,5620
let82,B,7227
cyl17,B,3243
mod16,R,4487
let17,G,3033
mod41,G,7006
inter19,G,1323
inter08,B,3544
svar02,B,4110
mod30,G,6155
svar97,G,5658
mod14,G,3651
let29,G,6580
let75,B,7965
let96,R,6740
mod31,B,9343
let18,B,2206
svar05,G,10652
super32,B,914
super02,G,1736
para36,B,4660
svar71,B,1124
inter44,R,912
svar17,B,2087
let73,G,11865
let68,B,4235
svar38,R,1915
svar48,B,2078
mod65,R,2222
inter50,R,2444
inter40,B,679
mod52,B,390
svar80,B,10461
inter44,G,996
para45,G,8796
mod96,G,10157
super41,R,432
let21,G,2087
let64,G,6684
para39,B,3243
let25,R,9629
inter36,R,887
cyl23,G,1233
let74,B,8122
let46,G,4409
cyl12,R,2180
mod66,R,5864
inter29,G,829
let27,G,3307
mod67,B,6247
super01,B,1555
cyl09,B,2495
let11,B,4431
svar46,G,3709
svar13,B,1548
cyl14,R,2182
svar72,R,6730
mod64,R,4009
mod39,G,2906
para12,R,5831
mod38,B,2509
cyl49,B,2212
super32,G,1143
inter42,B,648
super38,R,659
inter03,R,938
para16,B,2091
inter45,B,182
cyl15,B,3243
let86,R,4730
let58,B,4080
svar63,G,9933
para14,G,4232
svar35,R,925
svar58,B,4947
mod48,R,10467
let94,R,4730
para10,R,5838
let49,G,1559
para21,G,1779
let13,G,4668
mod10,B,6213
mod76,G,4291
svar20,R,3241
super43,B,633
let46,R,5332
let100,B,273
para12,G,6399
mod63,R,5062
let31,B,2901
mod51,R,1598
cyl18,G,551
inter49,B,242
let04,R,1807
para31,G,7627
svar66,R,3354
mod62,B,4158
para07,B,5963
svar82,R,2487
mod63,G,4589
inter13,R,1790
let54,B,4790
inter48,G,503
cyl24,G,1233
mod71,G,6476
inter06,B,1438
mod49,B,10194
mod27,G,4361
mod90,B,3241
cyl46,R,1934
inter17,B,292
let55,B,3874
mod86,B,5289
para35,B,5058
inter43,B,356
mod05,R,248
super33,R,163
let86,G,4424
let43,G,849
svar106,B,1066
cyl31,R,3029
super48,B,115
cyl10,R,2663
svar75,G,2523
svar104,B,396
super25,B,365
super35,G,230
svar89,B,1990
svar70,G,6398
let27,R,3997
para18,R,3593
mod43,B,1196
let13,R,4958
super47,B,1627
let10,R,1482
cyl19,G,1829
cyl16,G,4144
let42,G,3651
let01,B,1102
cyl20,R,1599
let02,G,3267
let65,B,3577
svar65,R,6759
para48,B,2891
super37,B,271
inter46,B,144
cyl29,G,2870
cyl01,G,320
let39,R,5681
svar97,R,5128
svar76,R,6923
mod01,B,1960
let99,B,3367
svar78,G,2627
let09,R,4820
mod52,R,1598
let33,G,8240
mod08,R,2814
cyl26,B,2138
svar80,R,12832
mod18,G,7021
para30,G,7628
let23,B,3261
mod48,G,9965
para34,B,7022
super36,G,257
cyl40,R,3799
super39,B,256
cyl11,R,6176
mod95,G,6269
inter46,R,191
mod96,R,8524
let09,B,4469
svar90,B,1945
svar51,R,3556
cyl08,B,3373
para17,R,1373
svar31,R,4414
para23,R,1789
mod72,G,5054
para17,B,1004
super25,R,398
super48,G,349
para34,R,7999
inter03,G,902
svar67,B,1817
